"Y","","","trim430","trim500","trim550","trimother","isOneOwnert","colorother","colorSilver","colorWhite","displacement5.5","displacementother","",""
23551,100427,2007,0,0,1,0,0,1,0,0,1,0,0,0
4947,137412,2001,1,0,0,0,0,1,0,0,0,1,0,0
13900,116207,2005,0,1,0,0,0,0,0,0,0,1,1,0
26850,70050,2009,0,0,1,0,0,0,1,0,1,0,0,0
7000,111363,2003,1,0,0,0,0,0,1,0,0,1,0,0
51990,19832,2012,0,0,1,0,1,0,0,0,0,0,1,1
52995,28260,2011,0,0,1,0,1,0,0,0,1,0,1,0
29999,64786,2009,0,0,1,0,1,0,0,0,1,0,1,0
36900,27300,2007,0,0,1,0,0,0,0,0,1,0,1,0
46800,24339,2010,0,0,1,0,0,0,0,1,1,0,0,0
44799,52602,2011,0,0,1,0,0,0,0,0,1,0,1,0
3900,199000,1995,0,0,0,1,0,0,0,1,0,1,0,0
6295,163328,2000,1,0,0,0,0,0,1,0,0,1,0,0
34991,104022,2009,0,0,0,1,0,1,0,0,0,1,0,0
54789,14119,2012,0,0,1,0,0,0,0,0,0,0,1,1
36990,67145,2007,0,0,1,0,0,0,0,0,1,0,1,0
29995,92149,2008,0,0,1,0,1,0,0,0,1,0,1,0
11900,92879,2003,0,1,0,0,0,0,1,0,0,1,0,0
14991,90262,2005,0,0,0,1,0,0,1,0,1,0,0,0
34995,71861,2011,0,0,1,0,0,0,0,0,1,0,1,0
22995,96247,2008,0,0,1,0,0,1,0,0,1,0,0,0
9495,113755,2002,0,1,0,0,0,0,1,0,0,1,0,0
29999,69617,2007,0,0,1,0,0,1,0,0,1,0,0,0
79995,12005,2013,0,0,1,0,1,0,0,0,0,0,1,1
33978,75782,2008,0,0,0,1,0,0,0,0,0,1,1,0
7335,105163,2004,1,0,0,0,0,0,1,0,0,1,0,0
44884,45138,2009,0,0,1,0,0,0,0,1,1,0,0,0
1899,209874,2001,1,0,0,0,0,0,1,0,0,1,0,0
34900,89700,2010,0,0,1,0,0,0,1,0,1,0,0,0
10990,168438,2000,0,1,0,0,0,1,0,0,0,1,0,0
10995,38506,2002,0,1,0,0,0,1,0,0,0,1,0,0
48995,38224,2013,0,0,1,0,1,0,0,0,0,0,1,1
44810,34337,2010,0,0,1,0,0,0,0,0,1,0,1,0
33995,69600,2007,0,0,1,0,0,0,0,1,1,0,0,0
20990,85099,2007,0,0,1,0,0,1,0,0,1,0,0,0
31964,67185,2007,0,0,1,0,0,0,1,0,1,0,0,0
5900,105725,1996,0,0,0,1,0,0,0,0,0,1,1,0
28995,67500,2007,0,0,1,0,0,0,0,0,1,0,1,0
39888,49792,2008,0,0,1,0,0,0,0,0,1,0,1,0
62000,17363,2012,0,0,1,0,1,0,0,0,0,0,1,1
30650,66719,2007,0,0,1,0,0,0,1,0,1,0,0,0
44750,34643,2011,0,0,1,0,1,0,0,0,1,0,1,0
31995,83181,2008,0,0,1,0,0,0,0,0,1,0,1,0
32900,58831,2008,0,0,1,0,0,0,0,0,1,0,1,0
27500,60865,2007,0,0,1,0,0,0,1,0,1,0,0,0
7500,88853,1995,0,1,0,0,0,0,0,0,0,1,1,0
54800,21210,2013,0,0,1,0,0,0,0,0,0,0,1,1
8991,82535,2001,1,0,0,0,0,0,0,1,0,1,0,0
12981,107536,2004,1,0,0,0,0,0,0,0,0,1,1,0
24691,93987,2007,0,0,1,0,0,0,0,0,1,0,1,0
49795,31502,2012,0,0,1,0,0,0,0,0,0,0,1,1
25950,89658,2007,0,0,1,0,0,0,1,0,1,0,0,0
9999,131282,2003,1,0,0,0,0,0,0,0,0,1,1,0
23995,124322,2008,0,0,1,0,0,0,0,0,1,0,1,0
48900,56821,2010,0,0,1,0,0,0,0,1,1,0,0,0
33900,54450,2007,0,0,1,0,0,0,0,0,1,0,1,0
19688,69724,2006,0,1,0,0,0,1,0,0,0,1,0,0
29900,71581,2008,0,0,1,0,0,0,0,0,1,0,1,0
49990,43115,2010,0,0,1,0,0,0,0,0,1,0,1,0
12500,81343,2005,0,1,0,0,0,0,1,0,0,1,0,0
56800,45631,2012,0,0,1,0,0,0,1,0,0,0,0,1
4995,182524,2000,0,1,0,0,0,0,0,0,0,1,1,0
25599,81854,2007,0,0,1,0,1,0,0,0,1,0,1,0
24995,71032,2007,0,0,1,0,1,0,0,0,1,0,1,0
30995,69400,2009,0,0,1,0,0,1,0,0,1,0,0,0
27999,66899,2008,0,0,1,0,0,0,0,1,1,0,0,0
11978,77990,2002,0,0,0,1,0,0,1,0,0,1,0,0
5788,126002,2001,1,0,0,0,0,0,1,0,0,1,0,0
35877,63032,2009,0,0,1,0,0,0,0,0,1,0,1,0
37491,57714,2009,0,0,1,0,0,0,0,0,1,0,1,0
38995,39683,2011,0,0,1,0,0,0,0,0,1,0,1,0
39995,35571,2010,0,0,1,0,0,0,0,1,1,0,0,0
25995,66040,2007,0,0,1,0,0,1,0,0,1,0,0,0
40988,58250,2010,0,0,1,0,0,0,0,0,1,0,1,0
42975,51741,2010,0,0,1,0,0,0,0,0,1,0,1,0
20995,122137,2007,0,0,1,0,0,0,0,0,1,0,1,0
32966,40821,2007,0,0,1,0,0,0,0,1,1,0,0,0
43999,29865,2010,0,0,1,0,1,0,0,0,1,0,1,0
7995,166255,2002,0,1,0,0,0,0,0,0,0,1,1,0
36995,86300,2008,0,0,0,1,0,0,0,0,0,1,1,0
34388,54690,2009,0,0,1,0,0,1,0,0,1,0,0,0
28979,72193,2007,0,0,0,1,0,1,0,0,1,0,0,0
9999,120891,2003,1,0,0,0,0,0,1,0,0,1,0,0
23997,59735,2006,0,0,0,1,0,0,0,1,1,0,0,0
37989,35470,2010,0,0,0,1,0,0,1,0,0,1,0,0
49888,41955,2009,0,0,0,1,0,0,0,1,0,1,0,0
27999,86222,2009,0,0,1,0,0,1,0,0,1,0,0,0
30888,88113,2009,0,0,1,0,1,1,0,0,1,0,0,0
32914,71742,2007,0,0,0,1,0,1,0,0,1,0,0,0
23900,56006,2007,0,0,1,0,0,1,0,0,1,0,0,0
36992,37060,2007,0,0,1,0,1,1,0,0,1,0,0,0
32930,63062,2008,0,0,1,0,0,0,1,0,1,0,0,0
51888,27190,2010,0,0,1,0,0,1,0,0,1,0,0,0
2998,157581,1994,0,0,0,1,0,0,0,0,0,1,1,0
27550,68269,2008,0,0,1,0,0,0,0,1,1,0,0,0
29492,56538,2007,0,0,1,0,0,1,0,0,1,0,0,0
25900,48758,2005,0,1,0,0,1,1,0,0,0,1,0,0
26995,75381,2007,0,0,1,0,0,0,0,1,1,0,0,0
44900,57797,2009,0,0,1,0,1,0,0,1,1,0,0,0
34990,52877,2008,0,0,1,0,0,0,1,0,1,0,0,0
31998,92000,2010,0,0,1,0,0,1,0,0,1,0,0,0
25873,86312,2007,0,0,1,0,0,1,0,0,1,0,0,0
62995,12457,2013,0,0,1,0,0,0,0,0,0,0,1,1
29995,61582,2007,0,0,1,0,0,0,0,0,1,0,1,0
16999,74796,2005,0,1,0,0,0,0,0,0,0,1,1,0
14992,113738,2006,0,1,0,0,0,0,1,0,0,1,0,0
57777,47109,2010,0,0,1,0,0,0,0,1,1,0,0,0
28995,90210,2009,0,0,1,0,0,0,0,0,1,0,1,0
32992,77054,2008,0,0,1,0,0,0,0,1,1,0,0,0
11995,39574,2000,1,0,0,0,0,0,0,1,0,1,0,0
33949,50785,2009,0,0,1,0,0,0,0,0,1,0,1,0
45000,30376,2011,0,0,1,0,1,0,0,0,1,0,1,0
59950,20660,2012,0,0,1,0,0,1,0,0,0,0,0,1
21995,43267,2006,0,1,0,0,0,0,0,0,0,1,1,0
9998,119629,2003,1,0,0,0,0,1,0,0,0,1,0,0
43991,38264,2010,0,0,1,0,1,0,0,0,1,0,1,0
27693,71810,2007,0,0,1,0,0,0,0,0,1,0,1,0
26500,60756,2007,0,0,1,0,0,0,0,0,1,0,1,0
12995,94948,2003,0,1,0,0,0,0,1,0,0,1,0,0
5995,123478,2002,1,0,0,0,0,0,0,0,0,1,1,0
35890,39272,2008,0,0,1,0,1,1,0,0,1,0,0,0
38495,70150,2010,0,0,1,0,0,0,0,0,1,0,1,0
8995,110241,2004,0,1,0,0,0,1,0,0,0,1,0,0
24995,104861,2008,0,0,1,0,0,0,0,0,1,0,1,0
16950,83507,2006,1,0,0,0,0,1,0,0,0,1,0,0
7995,124176,2002,0,1,0,0,0,0,0,0,0,1,1,0
5900,142719,2000,1,0,0,0,0,1,0,0,0,1,0,0
23494,86228,2007,0,0,1,0,0,1,0,0,1,0,0,0
8988,85552,2002,1,0,0,0,0,0,1,0,0,1,0,0
49999,40129,2013,0,0,1,0,0,0,0,0,0,0,1,1
12500,174568,2005,1,0,0,0,0,0,0,0,0,1,1,0
27995,86209,2008,0,0,1,0,0,0,0,0,1,0,1,0
46900,30013,2010,0,0,1,0,0,0,0,0,1,0,1,0
68995,2325,2012,0,0,1,0,0,0,1,0,0,0,0,1
10999,140128,2001,0,0,0,1,0,0,1,0,0,1,0,0
7500,241010,2006,1,0,0,0,0,0,0,0,0,1,1,0
56981,30175,2012,0,0,1,0,0,0,0,0,0,0,1,1
16495,75012,2006,0,1,0,0,0,1,0,0,0,1,0,0
39850,90364,2008,0,0,0,1,0,0,0,0,0,1,1,0
38958,28112,2010,0,0,1,0,0,0,0,0,1,0,1,0
11498,127354,2006,1,0,0,0,0,1,0,0,0,1,0,0
36995,28303,2008,0,0,1,0,0,1,0,0,1,0,0,0
30995,62550,2008,0,0,1,0,0,1,0,0,1,0,0,0
8995,97778,1997,0,1,0,0,0,0,0,1,0,1,0,0
63990,19175,2012,0,0,1,0,1,0,0,0,0,0,1,1
21980,38389,2004,0,0,0,1,1,0,1,0,0,1,0,0
9800,131140,2004,1,0,0,0,0,0,1,0,0,1,0,0
35988,65467,2009,0,0,1,0,1,0,0,1,1,0,0,0
15900,83545,2002,0,0,0,1,0,0,0,0,0,1,1,0
54500,10285,2012,0,0,1,0,0,0,1,0,0,0,0,1
38995,44062,2012,0,0,1,0,1,0,0,0,0,0,1,1
5999,139572,2000,0,1,0,0,0,1,0,0,0,1,0,0
4950,105226,1995,0,1,0,0,0,0,1,0,0,1,0,0
33950,66761,2009,0,0,1,0,0,0,0,0,1,0,1,0
61990,21730,2013,0,0,0,1,0,0,0,1,0,1,0,0
45888,41590,2011,0,0,1,0,0,0,1,0,1,0,0,0
28888,82998,2007,0,0,1,0,0,1,0,0,1,0,0,0
4990,190642,1999,0,0,0,1,0,0,0,1,0,1,0,0
46995,58268,2009,0,0,0,1,1,0,0,0,0,1,1,0
4550,159380,2000,0,1,0,0,0,0,0,0,0,1,1,0
44999,30020,2011,0,0,1,0,1,0,1,0,1,0,0,0
22995,71565,2007,0,0,1,0,0,1,0,0,1,0,0,0
10900,112345,2006,1,0,0,0,0,0,1,0,0,1,0,0
13900,104401,2003,1,0,0,0,0,0,1,0,0,1,0,0
59991,27186,2013,0,0,1,0,0,0,0,0,0,0,1,1
35995,40421,2008,0,0,1,0,0,0,0,0,1,0,1,0
38990,35399,2010,0,0,1,0,1,0,0,0,1,0,1,0
42995,70459,2008,0,0,0,1,0,0,0,0,0,1,1,0
4990,105230,1997,0,1,0,0,0,1,0,0,0,1,0,0
35595,58334,2009,0,0,1,0,0,0,0,0,1,0,1,0
27990,76235,2008,0,0,1,0,0,0,0,0,1,0,1,0
26998,76757,2007,0,0,1,0,0,0,1,0,1,0,0,0
2100,230985,1995,0,0,0,1,0,0,0,1,0,1,0,0
22995,97268,2007,0,0,1,0,0,0,0,0,1,0,1,0
8991,112190,2003,0,1,0,0,0,1,0,0,0,1,0,0
69900,35205,2011,0,0,0,1,0,0,0,1,1,0,0,0
28765,88264,2009,0,0,1,0,0,0,0,0,1,0,1,0
11000,97041,2003,0,1,0,0,0,0,0,0,0,1,1,0
25989,99784,2007,0,0,1,0,0,1,0,0,1,0,0,0
58995,14747,2013,0,0,1,0,0,0,0,0,0,0,1,1
39495,48430,2011,0,0,1,0,0,0,0,0,1,0,1,0
34981,19640,2007,0,0,1,0,0,1,0,0,1,0,0,0
28800,62147,2008,0,0,1,0,0,0,0,0,1,0,1,0
46917,69302,2007,0,0,0,1,1,1,0,0,0,1,0,0
27995,64930,2007,0,0,1,0,0,0,0,1,1,0,0,0
77891,10321,2013,0,0,1,0,0,0,0,0,0,0,1,1
38900,68554,2010,0,0,1,0,1,0,0,1,1,0,0,0
21990,49700,2006,1,0,0,0,0,0,1,0,0,1,0,0
5988,106109,1994,0,0,0,1,0,1,0,0,0,1,0,0
33900,77556,2009,0,0,1,0,0,0,0,0,1,0,1,0
2999,87737,1995,0,0,0,1,0,1,0,0,0,1,0,0
13900,77850,2005,0,1,0,0,0,1,0,0,0,1,0,0
29900,80722,2009,0,0,1,0,0,0,1,0,1,0,0,0
61994,18572,2013,0,0,1,0,0,1,0,0,0,0,0,1
7950,76918,2000,0,1,0,0,0,1,0,0,0,1,0,0
38888,81200,2011,0,0,1,0,0,0,0,0,1,0,1,0
35995,48515,2009,0,0,1,0,0,0,0,1,1,0,0,0
63891,23001,2012,0,0,1,0,0,0,0,0,0,0,1,1
9990,51573,1995,0,1,0,0,0,1,0,0,0,1,0,0
68991,22142,2012,0,0,1,0,0,0,1,0,0,0,0,1
39999,27221,2012,0,0,1,0,0,0,0,0,0,0,1,1
29864,80466,2008,0,0,1,0,0,1,0,0,1,0,0,0
24995,110061,2008,0,0,1,0,0,0,0,0,1,0,1,0
35995,32500,2009,0,0,1,0,0,0,0,1,1,0,0,0
6900,169608,2002,1,0,0,0,0,0,0,0,0,1,1,0
11912,113505,2005,0,1,0,0,0,1,0,0,0,1,0,0
5800,120829,2000,0,1,0,0,0,0,0,0,0,1,1,0
44500,79801,2009,0,0,0,1,0,0,0,0,0,1,1,0
32900,42035,2008,0,0,1,0,1,0,0,0,1,0,1,0
33993,80766,2009,0,0,1,0,0,0,0,0,1,0,1,0
25995,80005,2007,0,0,1,0,0,0,0,0,1,0,1,0
9885,70423,2003,1,0,0,0,0,0,1,0,0,1,0,0
36861,24781,2007,0,0,0,1,0,0,1,0,1,0,0,0
42591,38364,2011,0,0,1,0,0,0,0,0,1,0,1,0
4995,155098,2000,0,1,0,0,0,1,0,0,0,1,0,0
33994,64764,2009,0,0,1,0,0,0,1,0,1,0,0,0
5995,149922,2000,1,0,0,0,0,0,0,0,0,1,1,0
3999,147000,1997,0,0,0,1,0,0,0,1,0,1,0,0
7995,150723,2000,0,1,0,0,0,0,0,0,0,1,1,0
15000,73925,2003,0,0,0,1,0,1,0,0,1,0,0,0
57000,43571,2009,0,0,1,0,0,0,0,0,1,0,1,0
14890,104118,2005,1,0,0,0,0,0,0,1,0,1,0,0
42900,14530,2011,0,0,1,0,0,0,0,0,1,0,1,0
5994,125193,2000,0,1,0,0,0,0,1,0,0,1,0,0
43995,47894,2011,0,0,1,0,1,0,0,0,1,0,1,0
6995,178000,2002,1,0,0,0,0,0,1,0,0,1,0,0
61900,17492,2013,0,0,1,0,1,0,0,1,0,0,0,1
18750,58600,2005,0,0,0,1,0,0,0,1,1,0,0,0
16990,82520,2006,0,1,0,0,0,0,1,0,0,1,0,0
28991,77977,2008,0,0,1,0,0,1,0,0,1,0,0,0
45998,29610,2009,0,0,1,0,0,0,0,1,1,0,0,0
30988,27561,2008,0,0,1,0,0,0,0,0,1,0,1,0
10700,96937,2009,0,0,1,0,0,0,0,1,1,0,0,0
29995,95766,2008,0,0,1,0,0,0,0,0,1,0,1,0
14988,41986,2000,0,1,0,0,0,1,0,0,0,1,0,0
45995,46521,2010,0,0,1,0,1,0,0,1,1,0,0,0
28592,89145,2007,0,0,1,0,1,1,0,0,1,0,0,0
29800,55492,2007,0,0,1,0,0,1,0,0,1,0,0,0
15995,94629,2006,1,0,0,0,0,1,0,0,0,1,0,0
6995,117828,2000,0,1,0,0,0,0,1,0,0,1,0,0
11777,112727,2006,1,0,0,0,0,0,0,1,0,1,0,0
39900,40894,2008,0,0,1,0,0,0,0,0,1,0,1,0
28000,93000,2008,0,0,1,0,0,1,0,0,1,0,0,0
35700,46403,2010,0,0,1,0,1,0,0,0,1,0,1,0
26999,105037,2007,0,0,1,0,0,0,0,0,1,0,1,0
2800,59690,2002,1,0,0,0,0,0,0,0,0,1,1,0
47991,34429,2010,0,0,1,0,0,0,0,1,1,0,0,0
8950,132009,2001,1,0,0,0,1,1,0,0,0,1,0,0
28888,76030,2008,0,0,1,0,0,0,0,1,1,0,0,0
70991,12926,2012,0,0,1,0,0,0,0,0,0,0,1,1
43900,45100,2012,0,0,1,0,1,0,1,0,0,0,0,1
8996,107104,2003,0,1,0,0,0,1,0,0,0,1,0,0
8985,123261,2002,1,0,0,0,0,1,0,0,0,1,0,0
33900,30672,2007,0,0,1,0,0,0,0,1,1,0,0,0
28994,57735,2007,0,0,1,0,1,0,0,0,1,0,1,0
9995,120575,2003,0,1,0,0,0,1,0,0,0,1,0,0
48999,38394,2012,0,0,1,0,0,1,0,0,0,0,0,1
15831,66458,2003,0,0,0,1,0,0,1,0,0,1,0,0
9995,116555,2000,1,0,0,0,0,1,0,0,0,1,0,0
30880,59745,2007,0,0,1,0,0,0,0,0,1,0,1,0
40999,36347,2011,0,0,1,0,0,0,0,0,1,0,1,0
8646,158920,2001,0,1,0,0,0,0,0,1,0,1,0,0
39991,72698,2010,0,0,1,0,0,0,0,0,1,0,1,0
10977,87754,2002,1,0,0,0,0,0,1,0,0,1,0,0
37777,36938,2010,0,0,0,1,0,1,0,0,0,1,0,0
13000,122000,2005,0,1,0,0,0,1,0,0,0,1,0,0
14699,105004,2006,1,0,0,0,0,0,0,0,0,1,1,0
10491,116869,2004,1,0,0,0,0,0,1,0,0,1,0,0
28995,82496,2008,0,0,1,0,0,0,0,0,1,0,1,0
57995,16660,2012,0,0,1,0,0,1,0,0,0,0,0,1
4490,145000,1998,0,0,0,1,0,0,1,0,0,1,0,0
35991,42796,2007,0,0,1,0,0,0,0,0,1,0,1,0
7999,126587,2000,1,0,0,0,0,1,0,0,0,1,0,0
8977,105817,2002,1,0,0,0,0,0,1,0,0,1,0,0
27875,71917,2007,0,0,1,0,0,1,0,0,1,0,0,0
29999,50351,2008,0,0,1,0,0,0,1,0,1,0,0,0
47998,30248,2011,0,0,1,0,0,0,0,0,1,0,1,0
15500,83203,2005,0,1,0,0,0,1,0,0,0,1,0,0
64833,18221,2008,0,0,1,0,0,1,0,0,1,0,0,0
26980,65252,2008,0,0,1,0,1,0,0,0,1,0,1,0
49995,25535,2011,0,0,1,0,0,0,0,0,1,0,1,0
12995,96250,2003,1,0,0,0,0,1,0,0,0,1,0,0
34434,63298,2009,0,0,1,0,0,0,0,0,1,0,1,0
42995,25994,2009,0,0,1,0,0,0,0,0,1,0,1,0
46995,32757,2012,0,0,1,0,0,0,0,0,0,0,1,1
62888,27548,2011,0,0,1,0,1,1,0,0,1,0,0,0
50995,48148,2013,0,0,1,0,0,0,0,0,0,0,1,1
10995,136597,2005,1,0,0,0,0,0,1,0,0,1,0,0
23990,61797,2005,0,0,0,1,0,0,0,0,0,1,1,0
22888,104810,2007,0,0,1,0,0,0,1,0,1,0,0,0
12850,118483,2003,1,0,0,0,0,0,1,0,0,1,0,0
7979,181772,2003,0,1,0,0,0,1,0,0,0,1,0,0
16991,85667,2006,1,0,0,0,0,1,0,0,0,1,0,0
8999,109920,2006,1,0,0,0,0,0,1,0,0,1,0,0
9995,112982,2003,0,1,0,0,0,0,1,0,0,1,0,0
29990,91047,2007,0,0,1,0,0,1,0,0,1,0,0,0
26999,87000,2007,0,0,1,0,0,0,1,0,1,0,0,0
45753,41412,2012,0,0,1,0,1,0,0,0,0,0,1,1
32152,53077,2007,0,0,1,0,0,0,0,0,1,0,1,0
35995,96978,2010,0,0,1,0,0,0,1,0,1,0,0,0
29900,74300,2008,0,0,1,0,0,0,0,0,1,0,1,0
6450,122319,2002,1,0,0,0,0,0,1,0,0,1,0,0
5444,190540,2000,0,1,0,0,0,0,1,0,0,1,0,0
9955,82924,2002,1,0,0,0,0,0,1,0,0,1,0,0
8850,88547,2002,0,1,0,0,0,0,0,0,0,1,1,0
35998,54739,2009,0,0,1,0,1,1,0,0,1,0,0,0
8995,154160,2003,0,1,0,0,0,0,0,0,0,1,1,0
47800,42696,2010,0,0,1,0,1,0,1,0,1,0,0,0
66916,9894,2012,0,0,1,0,0,0,0,1,0,0,0,1
49950,28140,2012,0,0,1,0,0,0,0,0,0,0,1,1
60000,9158,2011,0,0,1,0,1,0,0,0,1,0,1,0
38990,68399,2008,0,0,1,0,0,0,0,0,1,0,1,0
59995,14952,2013,0,0,1,0,0,1,0,0,0,0,0,1
6995,133828,2001,0,1,0,0,0,0,0,1,0,1,0,0
28750,81109,2008,0,0,1,0,0,1,0,0,1,0,0,0
10950,55301,2002,1,0,0,0,0,1,0,0,0,1,0,0
17995,69910,2006,1,0,0,0,0,1,0,0,0,1,0,0
38980,68845,2010,0,0,1,0,0,1,0,0,1,0,0,0
11995,91761,2005,1,0,0,0,0,0,0,0,0,1,1,0
35486,61069,2009,0,0,1,0,0,0,0,0,1,0,1,0
21494,104050,2007,0,0,1,0,0,0,0,1,1,0,0,0
27900,79566,2008,0,0,1,0,0,1,0,0,1,0,0,0
995,2e+05,2001,0,1,0,0,0,1,0,0,0,1,0,0
69800,18821,2013,0,0,1,0,0,0,0,1,0,0,0,1
68990,14285,2013,0,0,1,0,1,0,0,0,0,0,1,1
6995,163966,2001,0,1,0,0,0,0,0,0,0,1,1,0
39900,76196,2010,0,0,1,0,0,0,1,0,1,0,0,0
37593,68069,2010,0,0,1,0,0,0,0,0,1,0,1,0
12995,50736,2003,1,0,0,0,0,0,1,0,0,1,0,0
30922,52521,2007,0,0,1,0,0,0,0,0,1,0,1,0
13999,65574,2006,0,0,0,1,0,0,1,0,0,1,0,0
14991,72336,2005,0,1,0,0,0,0,0,0,0,1,1,0
45999,38217,2011,0,0,1,0,0,0,1,0,1,0,0,0
37850,63277,2010,0,0,1,0,0,0,0,0,1,0,1,0
8000,98887,1997,0,1,0,0,0,1,0,0,0,1,0,0
14995,134639,2006,0,0,0,1,0,0,0,0,0,1,1,0
32990,41381,2007,0,0,1,0,0,0,1,0,1,0,0,0
14500,123275,2005,1,0,0,0,0,0,0,0,0,1,1,0
40950,34052,2011,0,0,1,0,0,0,0,0,1,0,1,0
51994,38827,2012,0,0,1,0,1,0,0,0,0,0,1,1
12777,109000,2003,1,0,0,0,0,0,0,1,0,1,0,0
54222,32455,2012,0,0,1,0,0,1,0,0,0,0,0,1
29991,79212,2006,0,0,0,1,0,0,1,0,0,1,0,0
51990,20056,2012,0,0,1,0,0,0,0,0,0,0,1,1
31990,82559,2007,0,0,1,0,0,0,0,0,1,0,1,0
12993,79677,2004,0,0,0,1,0,0,1,0,0,1,0,0
4999,117556,2001,0,1,0,0,0,0,0,0,0,1,1,0
35995,72067,2010,0,0,1,0,0,0,0,0,1,0,1,0
36000,49361,2009,0,0,1,0,0,1,0,0,1,0,0,0
35994,102325,2007,0,0,1,0,0,0,0,0,1,0,1,0
6999,130429,2001,1,0,0,0,0,0,0,0,0,1,1,0
48994,36487,2011,0,0,1,0,1,0,0,0,1,0,1,0
47990,29000,2010,0,0,1,0,0,0,0,0,1,0,1,0
15999,84478,2006,1,0,0,0,0,0,1,0,0,1,0,0
22995,138066,2007,0,0,1,0,0,1,0,0,1,0,0,0
57750,44210,2007,0,0,0,1,1,0,0,0,0,1,1,0
13990,63090,2002,0,0,0,1,0,0,0,0,0,1,1,0
9919,112021,2003,1,0,0,0,0,0,0,0,0,1,1,0
11981,107439,2006,1,0,0,0,0,0,0,0,0,1,1,0
5999,69823,2002,1,0,0,0,0,0,0,0,0,1,1,0
6900,176228,2002,1,0,0,0,0,0,0,0,0,1,1,0
39995,67105,2009,0,0,1,0,1,0,1,0,1,0,0,0
12495,98264,2006,0,0,0,1,0,0,0,0,0,1,1,0
6995,148520,2001,1,0,0,0,0,1,0,0,0,1,0,0
52995,45247,2012,0,0,1,0,0,0,0,0,0,0,1,1
55995,19499,2012,0,0,1,0,0,0,0,1,0,0,0,1
42895,42345,2010,0,0,1,0,0,0,0,0,1,0,1,0
47994,59379,2011,0,0,1,0,0,0,0,0,1,0,1,0
11988,111018,2004,1,0,0,0,0,0,1,0,0,1,0,0
4990,114646,1999,0,0,0,1,0,1,0,0,0,1,0,0
43995,52039,2012,0,0,1,0,1,0,0,0,0,0,1,1
19000,117445,2007,0,0,1,0,0,0,0,0,1,0,1,0
22999,109609,2007,0,0,1,0,0,0,1,0,1,0,0,0
48777,36582,2008,0,0,1,0,0,0,0,1,1,0,0,0
7500,123397,2001,1,0,0,0,1,0,1,0,0,1,0,0
37990,19879,2007,0,0,1,0,0,1,0,0,1,0,0,0
38998,51959,2009,0,0,1,0,0,0,1,0,1,0,0,0
46990,42508,2010,0,0,1,0,0,0,0,0,1,0,1,0
44900,19823,2010,0,0,1,0,1,0,0,0,1,0,1,0
15991,99179,2004,0,0,0,1,0,0,1,0,0,1,0,0
65995,2714,2013,0,0,0,1,0,0,0,0,0,1,1,0
6995,123000,2000,1,0,0,0,0,0,1,0,0,1,0,0
27991,87338,2007,0,0,1,0,0,0,1,0,1,0,0,0
44999,63598,2009,0,0,1,0,0,1,0,0,1,0,0,0
33999,51702,2007,0,0,1,0,0,0,1,0,1,0,0,0
49999,30735,2012,0,0,1,0,1,0,1,0,0,0,0,1
20475,61357,2006,0,1,0,0,0,0,1,0,0,1,0,0
9999,103254,2001,0,0,0,1,0,0,0,0,0,1,1,0
9995,128546,2001,0,1,0,0,0,1,0,0,0,1,0,0
10988,86918,2002,1,0,0,0,0,1,0,0,0,1,0,0
4995,141101,1994,0,0,0,1,0,1,0,0,0,1,0,0
19990,81508,2006,0,0,0,1,0,0,0,0,0,1,1,0
21995,116950,2007,0,0,1,0,1,0,0,1,1,0,0,0
7995,126010,2004,1,0,0,0,0,0,1,0,0,1,0,0
26999,66653,2007,0,0,1,0,0,1,0,0,1,0,0,0
9988,120087,2001,0,0,0,1,0,0,1,0,0,1,0,0
76991,9371,2013,0,0,1,0,1,0,0,0,0,0,1,1
3200,126984,2001,0,1,0,0,0,1,0,0,0,1,0,0
27995,47942,2007,0,0,1,0,0,0,0,0,1,0,1,0
21900,115245,2008,0,0,1,0,1,0,0,0,1,0,1,0
79888,7153,2013,0,0,1,0,1,0,0,1,0,0,0,1
16999,71407,2006,1,0,0,0,1,1,0,0,0,1,0,0
31900,48423,2008,0,0,1,0,0,0,0,0,1,0,1,0
22990,106378,2007,0,0,1,0,0,1,0,0,1,0,0,0
11950,81437,2001,0,0,0,1,0,0,1,0,0,1,0,0
66991,26807,2013,0,0,1,0,1,0,0,1,0,0,0,1
28995,94669,2008,0,0,1,0,0,1,0,0,1,0,0,0
62900,22425,2012,0,0,1,0,0,0,0,0,0,0,1,1
74900,10103,2013,0,0,1,0,0,1,0,0,0,0,0,1
26994,58811,2007,0,0,1,0,1,0,1,0,1,0,0,0
65999,46517,2011,0,0,0,1,0,0,0,0,1,0,1,0
43990,52130,2008,0,0,0,1,1,0,0,0,0,1,1,0
29999,153000,2007,0,0,1,0,0,1,0,0,1,0,0,0
37490,68361,2011,0,0,1,0,1,0,0,0,1,0,1,0
8500,98648,1999,0,0,0,1,1,0,0,0,0,1,1,0
10980,101921,1994,0,0,0,1,0,0,1,0,0,1,0,0
39999,90009,2012,0,0,0,1,0,0,0,0,0,1,1,0
29995,50894,2009,0,0,1,0,0,0,1,0,1,0,0,0
9995,92940,2002,1,0,0,0,1,0,1,0,0,1,0,0
37995,35039,2008,0,0,1,0,0,0,0,1,1,0,0,0
22488,90452,2007,0,0,1,0,0,0,0,0,1,0,1,0
61991,13783,2012,0,0,1,0,0,0,0,0,0,0,1,1
